district|latitude|longitude
4|38.53432365|-121.488409
2|38.63908268|-121.4042501
3|38.57984491|-121.4669044
2|38.63535473|-121.4622882
1|38.63365507|-121.500334
6|38.51928736|-121.3889165
4|38.56010621|-121.4867588
6|38.5404985|-121.4212258
6|38.54219716|-121.4673115
6|38.53494151|-121.4335978
6|38.53243835|-121.4139778
4|38.52718667|-121.4712477
1|38.62688953|-121.5279374
3|38.5923559|-121.4926811
2|38.61199425|-121.4244182
4|38.49397262|-121.5075131
1|38.62145778|-121.49973
2|38.60929375|-121.4404159
3|38.57920289|-121.493943
3|38.57965854|-121.4681757
5|38.48235122|-121.4506994
4|38.47704073|-121.5231254
1|38.62612259|-121.5047204
5|38.4797218|-121.440072
3|38.57882476|-121.4878834
6|38.51839666|-121.3965716
1|38.67803627|-121.5363804
1|38.65333642|-121.5363135
4|38.49417981|-121.5235386
2|38.63908268|-121.4042501
3|38.58207989|-121.5000936
4|38.51896869|-121.5205386
2|38.60027317|-121.4252477
6|38.54264475|-121.4703011
6|38.53069117|-121.4105872
2|38.616307|-121.4225354
2|38.63909731|-121.4413653
6|38.51364018|-121.4211919
6|38.54368712|-121.4443079
1|38.60672341|-121.4755923
1|38.66321971|-121.5276476
4|38.54242538|-121.4757955
5|38.4876828|-121.4716869
3|38.5740577|-121.5081215
5|38.49442501|-121.4749039
3|38.56940412|-121.4417047
3|38.56480438|-121.4781317
2|38.6161168|-121.4529308
3|38.56654113|-121.4436297
3|38.57688189|-121.4783232
4|38.50336488|-121.5391044
3|38.57991197|-121.4966071
5|38.48155327|-121.4608538
2|38.63252107|-121.4529344
2|38.61186919|-121.4235653
6|38.54121247|-121.4711438
3|38.57024299|-121.4262591
3|38.54988284|-121.3883992
2|38.66583461|-121.4267572
2|38.64006189|-121.4530341
3|38.58249661|-121.4892459
3|38.57899998|-121.5073808
3|38.56641822|-121.4828556
4|38.51270034|-121.5368634
5|38.49511942|-121.4760448
2|38.6377679|-121.4300114
5|38.49362212|-121.458006
2|38.65899218|-121.4600156
1|38.61409015|-121.5086433
2|38.61722561|-121.421177
1|38.60845539|-121.5250742
3|38.57734295|-121.4962474
5|38.4730026|-121.4333379
5|38.48646868|-121.4758183
4|38.53563438|-121.4936121
3|38.57706706|-121.4767617
2|38.62916107|-121.437666
3|38.56767025|-121.4852913
3|38.56863488|-121.476897
1|38.61619673|-121.5179002
3|38.57777929|-121.479429
2|38.63228581|-121.4303283
5|38.4497213|-121.4258719
2|38.63070434|-121.4303689
3|38.57759578|-121.506495
6|38.55378987|-121.466571
5|38.44313648|-121.4236588
3|38.582786|-121.5027369
6|38.53424184|-121.428681
6|38.54364991|-121.4697342
4|38.54844544|-121.4882798
3|38.58138778|-121.483793
3|38.5470688|-121.3989901
5|38.44814292|-121.4281961
2|38.63778289|-121.4336278
3|38.56979971|-121.4679798
2|38.60574184|-121.4277652
1|38.66064286|-121.5030691
5|38.4801213|-121.4664854
2|38.64426884|-121.4274874
3|38.5777553|-121.4838823
4|38.51495249|-121.535615
5|38.48090489|-121.4584308
4|38.52718667|-121.4712477
2|38.63862878|-121.3815598
1|38.64662608|-121.5027081
4|38.51408657|-121.5030091
4|38.55531685|-121.4792852
4|38.53881527|-121.479014
1|38.62928795|-121.5064872
5|38.47428454|-121.4227089
1|38.67081464|-121.5077758
1|38.61668041|-121.488539
1|38.66809307|-121.5064006
3|38.579198|-121.4847429
4|38.55864807|-121.5050314
3|38.58245363|-121.5052755
6|38.51737845|-121.4347262
3|38.57905171|-121.4976906
6|38.54121247|-121.4711438
1|38.62942123|-121.5055446
4|38.52488785|-121.4717471
2|38.63869884|-121.4424398
3|38.57629892|-121.4830358
2|38.62675838|-121.4354096
5|38.47717845|-121.4972996
3|38.56858874|-121.4955782
3|38.57813402|-121.4807627
5|38.47753956|-121.4839042
3|38.54439581|-121.3908868
3|38.59007055|-121.4856685
1|38.62995233|-121.4727959
2|38.63446573|-121.4495692
3|38.57845904|-121.4946409
5|38.47889655|-121.4346919
2|38.60894608|-121.4626763
4|38.51206582|-121.5423299
2|38.60918097|-121.4618136
5|38.48540584|-121.4923996
5|38.49109084|-121.4634092
2|38.60858334|-121.4326769
4|38.50422234|-121.5379108
6|38.5467716|-121.458959
5|38.49407763|-121.4673944
5|38.49407763|-121.4673944
5|38.48642245|-121.4568798
3|38.5898202|-121.4812549
2|38.61141174|-121.4343762
2|38.61141174|-121.4343762
5|38.48160193|-121.4654193
6|38.5259245|-121.4084943
2|38.59994183|-121.4276508
1|38.6270814|-121.4984478
3|38.57421273|-121.4869021
5|38.4831539|-121.4549413
3|38.56970242|-121.49847
3|38.56970242|-121.49847
5|38.43922779|-121.4190329
4|38.49904003|-121.4795627
3|38.58138835|-121.4622017
2|38.61319803|-121.4262914
6|38.52298255|-121.4307286
3|38.57235387|-121.4639068
5|38.46405311|-121.4405755
1|38.61582702|-121.4886746
3|38.55424238|-121.4142079
2|38.60027317|-121.4252477
6|38.55441531|-121.4575722
6|38.53952458|-121.4647617
5|38.44734129|-121.4287891
2|38.64543073|-121.419831
2|38.63862878|-121.3815598
3|38.58026647|-121.4979339
5|38.46689445|-121.4170895
3|38.57484527|-121.4821859
6|38.53613202|-121.4452442
3|38.57097333|-121.4408319
2|38.60093347|-121.422191
5|38.49407763|-121.4673944
5|38.47987012|-121.4806735
6|38.50576856|-121.4181141
2|38.60108154|-121.456171
2|38.60915546|-121.4430593
3|38.56465716|-121.471708
1|38.6626053|-121.5080076
2|38.6084813|-121.4619309
1|38.6319462|-121.4826112
2|38.61216003|-121.4570454
6|38.5272962|-121.4652065
5|38.44303164|-121.4363617
1|38.60376214|-121.5399288
3|38.56953204|-121.4890204
5|38.47531506|-121.4487485
3|38.57717555|-121.4782896
3|38.56957983|-121.4818568
4|38.51016505|-121.4884492
4|38.55850838|-121.4794507
3|38.57562427|-121.4758978
5|38.48642245|-121.4568798
2|38.60154457|-121.42747
2|38.61111345|-121.4323383
1|38.67744929|-121.5365419
5|38.48091284|-121.4916281
4|38.5501848|-121.4768749
2|38.61319529|-121.4235266
4|38.53600493|-121.4799575
2|38.64244876|-121.4226037
6|38.5397347|-121.4384125
5|38.47435531|-121.448452
6|38.51597101|-121.4299421
2|38.60667473|-121.4226379
3|38.58248128|-121.4833164
6|38.53157177|-121.450006
4|38.52420377|-121.4716718
6|38.55612335|-121.4724356
4|38.53747149|-121.5076255
6|38.53291921|-121.4446609
2|38.62689633|-121.4378029
5|38.48474254|-121.4564244
3|38.57905171|-121.4976906
5|38.47531506|-121.4487485
1|38.61775373|-121.4947194
5|38.44865752|-121.430088
2|38.59829761|-121.4344803
4|38.51235896|-121.5339089
1|38.63582718|-121.5080524
4|38.51282612|-121.5319557
1|38.61609551|-121.4714109
1|38.61011609|-121.478346
6|38.5532147|-121.467488
3|38.58378853|-121.4901707
3|38.56360559|-121.4894825
2|38.63995013|-121.4514665
6|38.55239225|-121.4444079
6|38.53139129|-121.4455607
2|38.63484756|-121.4438493
4|38.55490411|-121.485233
2|38.64723814|-121.4199458
3|38.55280884|-121.4278994
3|38.57348427|-121.4678719
6|38.49980195|-121.4149165
1|38.62535356|-121.5104944
2|38.63577799|-121.4409047
4|38.49324791|-121.5219586
3|38.57428281|-121.4792272
6|38.55347187|-121.4566492
4|38.49814667|-121.5101504
3|38.5646481|-121.4911364
3|38.56162032|-121.415207
3|38.57301361|-121.4658432
5|38.48131474|-121.5013123
2|38.61448373|-121.4496149
3|38.57924878|-121.4626901
3|38.58370044|-121.5008344
5|38.4957722|-121.472256
5|38.47392033|-121.49508
3|38.5680901|-121.4670272
2|38.65460722|-121.4291378
5|38.45768744|-121.4176675
6|38.53499467|-121.4101636
3|38.57131092|-121.4851916
5|38.44879933|-121.4445499
2|38.62659902|-121.4467735
4|38.52659231|-121.4721784
4|38.52627076|-121.4715167
6|38.53103324|-121.4385055
4|38.50102291|-121.474167
2|38.62935749|-121.4511384
1|38.6813822|-121.53673
4|38.50031738|-121.4870452
1|38.66763857|-121.5211177
1|38.63338067|-121.4755257
4|38.52904451|-121.4727965
4|38.5012711|-121.4737948
4|38.53092764|-121.473272
4|38.53855659|-121.4746387
2|38.6361631|-121.4393403
4|38.47856755|-121.5305244
2|38.59873136|-121.4458175
1|38.63276571|-121.5061726
2|38.61199425|-121.4244182
6|38.52864267|-121.4347944
1|38.65543537|-121.5223763
1|38.61759982|-121.4755368
6|38.53966389|-121.4634181
5|38.44471524|-121.4052034
4|38.52367283|-121.471459
4|38.52488785|-121.4717471
6|38.54121247|-121.4711438
5|38.44254818|-121.407243
3|38.57094664|-121.4642182
6|38.53913744|-121.4019692
4|38.52799984|-121.4725316
4|38.52904451|-121.4727965
4|38.52488785|-121.4717471
1|38.61346222|-121.4960693
2|38.64448295|-121.4269185
1|38.62284309|-121.4937243
5|38.4599079|-121.4323661
4|38.52904451|-121.4727965
5|38.46866082|-121.4590371
5|38.45354132|-121.4422153
3|38.57512017|-121.4972076
4|38.52627076|-121.4715167
5|38.47587189|-121.4366615
2|38.60846273|-121.422165
4|38.52718667|-121.4712477
2|38.64444404|-121.4576293
4|38.54318603|-121.4758004
1|38.65862177|-121.5120975
6|38.54156627|-121.4668617
3|38.57512017|-121.4972076
2|38.60846198|-121.4220145
5|38.47403927|-121.4192423
3|38.54865343|-121.3932422
5|38.46528543|-121.4589055
5|38.47054773|-121.4597214
5|38.46386486|-121.4284754
3|38.56881137|-121.4722229
2|38.61383575|-121.4450246
6|38.51582822|-121.3854335
2|38.63292418|-121.4305962
2|38.63862878|-121.3815598
4|38.52627076|-121.4715167
4|38.52164684|-121.4709707
2|38.6364856|-121.4305818
1|38.63410671|-121.4917958
4|38.52517524|-121.4727447
6|38.52496323|-121.4438874
3|38.58553089|-121.4842948
4|38.52488785|-121.4717471
3|38.56356918|-121.4721812
2|38.61084789|-121.4630259
4|38.5393973|-121.4753422
4|38.52700121|-121.4781774
3|38.58067298|-121.4992289
5|38.47603764|-121.432933
5|38.46816183|-121.4401696
3|38.5704109|-121.4841033
4|38.53092764|-121.473272
2|38.63589932|-121.426956
2|38.62966165|-121.4521652
4|38.51314436|-121.5010131
1|38.67124986|-121.5152685
4|38.51385568|-121.5292089
6|38.55630084|-121.4662305
2|38.620284|-121.465034
4|38.51363418|-121.5233983
5|38.49463972|-121.4985289
4|38.54904321|-121.4758203
3|38.58314743|-121.4974099
6|38.55385441|-121.4704591
2|38.60790178|-121.45544
3|38.57396483|-121.4769139
5|38.46870571|-121.4604164
4|38.52904451|-121.4727965
2|38.63228581|-121.4303283
6|38.52731583|-121.4137192
1|38.67689767|-121.5118637
5|38.4769852|-121.4374736
6|38.51503396|-121.418769
2|38.63862878|-121.3815598
5|38.47914754|-121.4861143
1|38.61236933|-121.4973299
4|38.52488785|-121.4717471
6|38.54231415|-121.4346721
6|38.54469916|-121.452695
6|38.54452845|-121.4525985
2|38.63482465|-121.4700116
6|38.55555724|-121.4723384
3|38.58614084|-121.4924524
5|38.49603233|-121.4619674
4|38.53293942|-121.4852516
5|38.48940865|-121.482931
4|38.49850245|-121.4827604
2|38.63679611|-121.4569383
3|38.58010158|-121.4960076
5|38.47435531|-121.448452
2|38.60888339|-121.4367656
4|38.52367283|-121.471459
3|38.57682697|-121.4795444
3|38.56776187|-121.470898
6|38.50492491|-121.4147208
6|38.55385441|-121.4704591
5|38.46223959|-121.4466002
4|38.55559631|-121.484665
4|38.53710124|-121.4752437
1|38.6412195|-121.5078891
3|38.57188611|-121.4648897
3|38.58062786|-121.5014996
3|38.58165678|-121.5032275
4|38.52488785|-121.4717471
3|38.56318807|-121.4753282
2|38.63862878|-121.3815598
3|38.57991197|-121.4966071
2|38.63712953|-121.4376102
2|38.60683427|-121.4585103
3|38.57188611|-121.4648897
1|38.61157282|-121.4916239
3|38.58426601|-121.504007
1|38.62806276|-121.4911353
6|38.51602543|-121.4237449
3|38.57188611|-121.4648897
4|38.52488785|-121.4717471
6|38.54359005|-121.4615285
4|38.53627722|-121.4745855
5|38.48632776|-121.4714034
4|38.52488785|-121.4717471
6|38.54370562|-121.462171
6|38.54359005|-121.4615285
4|38.52799984|-121.4725316
1|38.6270814|-121.4984478
6|38.54359005|-121.4615285
1|38.60889406|-121.52827
4|38.51694262|-121.519979
5|38.47245642|-121.427261
2|38.63715334|-121.3829415
2|38.59714644|-121.4520581
3|38.57188611|-121.4648897
1|38.61154129|-121.4759243
3|38.57336692|-121.4813431
1|38.67300311|-121.4975291
4|38.53080212|-121.472843
5|38.47429277|-121.4503108
3|38.5857662|-121.4878161
3|38.58464151|-121.4868341
2|38.65008296|-121.4686236
6|38.51763356|-121.4229945
4|38.54031271|-121.4755662
2|38.59664183|-121.423349
6|38.50591483|-121.4337511
6|38.53499467|-121.4101636
3|38.58207989|-121.5000936
1|38.6270814|-121.4984478
4|38.52728547|-121.472439
5|38.48335233|-121.4533502
5|38.47417289|-121.4340027
6|38.55727813|-121.4614322
3|38.58679941|-121.4910973
6|38.51027484|-121.4247349
5|38.45891145|-121.4202627
4|38.56211513|-121.4990409
5|38.47434943|-121.443216
6|38.54739949|-121.4605242
4|38.49720765|-121.5430401
2|38.61837728|-121.4415417
5|38.48694218|-121.4803426
5|38.47581524|-121.4196575
2|38.60667473|-121.4226379
5|38.49079582|-121.4631494
1|38.62823395|-121.5040161
3|38.5923559|-121.4926811
6|38.53954773|-121.4091401
5|38.47038918|-121.4223876
3|38.57415083|-121.4347032
5|38.49284864|-121.502811
6|38.5396649|-121.4642292
4|38.56216059|-121.4918326
1|38.60700868|-121.4785648
3|38.55553953|-121.4149596
5|38.44376695|-121.4323127
6|38.54463119|-121.4278566
2|38.61003182|-121.4593714
2|38.61003182|-121.4593714
5|38.47581524|-121.4196575
6|38.54141435|-121.4326059
4|38.52217873|-121.4768285
1|38.61747853|-121.4706061
5|38.48789953|-121.4562432
3|38.56987859|-121.4910186
5|38.48927894|-121.4742605
3|38.57905171|-121.4976906
5|38.46598861|-121.4160666
5|38.48857712|-121.4566887
5|38.48126775|-121.505075
6|38.54097138|-121.4558633
2|38.63248017|-121.4164146
4|38.49297696|-121.5071286
4|38.5000621|-121.5270041
6|38.51451804|-121.3827886
2|38.65900657|-121.4566324
3|38.55486974|-121.3858526
2|38.63298804|-121.4153006
1|38.66050526|-121.5409492
3|38.55343263|-121.4291044
6|38.55128541|-121.4671318
3|38.58885287|-121.4847746
6|38.54273614|-121.4412734
6|38.55906655|-121.4592505
3|38.57158209|-121.4746508
4|38.51382164|-121.5269234
1|38.63449242|-121.5028488
1|38.61147666|-121.5313256
2|38.60909032|-121.450115
3|38.57120018|-121.4474724
5|38.46620664|-121.4412886
3|38.55768622|-121.4099656
5|38.47029475|-121.4661466
2|38.60960014|-121.4470349
6|38.53952458|-121.4647617
6|38.51229947|-121.4188647
2|38.64966171|-121.467184
5|38.4842135|-121.5017288
2|38.63532759|-121.4576427
2|38.62884519|-121.4578075
2|38.64733599|-121.4291435
3|38.5978633|-121.5025898
3|38.55495326|-121.3850336
6|38.50063002|-121.4108912
